algorithm,matrix_size,run,time_ms,residual,status
Jewell  (Hash + Pivot),256,28,259.164667,2.637253e+03,OK
Jewell  (Hash + Pivot),256,29,197.713416,2.637253e+03,OK
Jewell  (Hash + Pivot),256,30,198.200917,2.637253e+03,OK
Carson  (LU Decomp),256,1,1.443958,1.225549e+03,OK
Carson  (LU Decomp),256,2,0.938583,1.225549e+03,OK
Carson  (LU Decomp),256,3,0.924000,1.225549e+03,OK
Carson  (LU Decomp),256,4,0.894250,1.225549e+03,OK
Carson  (LU Decomp),256,5,0.881208,1.225549e+03,OK
Carson  (LU Decomp),256,6,0.902542,1.225549e+03,OK
Carson  (LU Decomp),256,7,0.888583,1.225549e+03,OK
Carson  (LU Decomp),256,8,0.879958,1.225549e+03,OK
Carson  (LU Decomp),256,9,0.912750,1.225549e+03,OK
Carson  (LU Decomp),256,10,0.915042,1.225549e+03,OK
Carson  (LU Decomp),256,11,0.879500,1.225549e+03,OK
Carson  (LU Decomp),256,12,0.876792,1.225549e+03,OK
Carson  (LU Decomp),256,13,0.881458,1.225549e+03,OK
Carson  (LU Decomp),256,14,0.882916,1.225549e+03,OK
Carson  (LU Decomp),256,15,0.867791,1.225549e+03,OK
Carson  (LU Decomp),256,16,0.872625,1.225549e+03,OK
Carson  (LU Decomp),256,17,0.878875,1.225549e+03,OK
Carson  (LU Decomp),256,18,0.907625,1.225549e+03,OK
Carson  (LU Decomp),256,19,0.867125,1.225549e+03,OK
Carson  (LU Decomp),256,20,0.872084,1.225549e+03,OK
Carson  (LU Decomp),256,21,0.870667,1.225549e+03,OK
Carson  (LU Decomp),256,22,0.881292,1.225549e+03,OK
Carson  (LU Decomp),256,23,0.873833,1.225549e+03,OK
Carson  (LU Decomp),256,24,0.888375,1.225549e+03,OK
Carson  (LU Decomp),256,25,0.871125,1.225549e+03,OK
Carson  (LU Decomp),256,26,0.873750,1.225549e+03,OK
Carson  (LU Decomp),256,27,0.917250,1.225549e+03,OK
Carson  (LU Decomp),256,28,0.904917,1.225549e+03,OK
Carson  (LU Decomp),256,29,0.895792,1.225549e+03,OK
Carson  (LU Decomp),256,30,0.870083,1.225549e+03,OK
Damian  (RREF),256,1,1547.102625,1.936877e-08,OK
Damian  (RREF),256,2,1545.478250,1.936877e-08,OK
Damian  (RREF),256,3,1548.407083,1.936877e-08,OK
Damian  (RREF),256,4,1557.400875,1.936877e-08,OK
Damian  (RREF),256,5,1540.996834,1.936877e-08,OK
Damian  (RREF),256,6,1546.054834,1.936877e-08,OK
Damian  (RREF),256,7,1542.190500,1.936877e-08,OK
Damian  (RREF),256,8,1549.482417,1.936877e-08,OK
Damian  (RREF),256,9,1549.043959,1.936877e-08,OK
Damian  (RREF),256,10,1552.482125,1.936877e-08,OK
Damian  (RREF),256,11,1542.787958,1.936877e-08,OK
Damian  (RREF),256,12,1544.521875,1.936877e-08,OK
Damian  (RREF),256,13,1547.241541,1.936877e-08,OK
Damian  (RREF),256,14,1547.792583,1.936877e-08,OK
Damian  (RREF),256,15,1544.022542,1.936877e-08,OK
Damian  (RREF),256,16,1543.808917,1.936877e-08,OK
Damian  (RREF),256,17,1539.519875,1.936877e-08,OK
Damian  (RREF),256,18,1544.090875,1.936877e-08,OK
Damian  (RREF),256,19,1541.305291,1.936877e-08,OK
Damian  (RREF),256,20,1550.579125,1.936877e-08,OK
Damian  (RREF),256,21,1544.744584,1.936877e-08,OK
Damian  (RREF),256,22,1544.058292,1.936877e-08,OK
Damian  (RREF),256,23,1542.781250,1.936877e-08,OK
Damian  (RREF),256,24,1550.007458,1.936877e-08,OK
Damian  (RREF),256,25,1541.595375,1.936877e-08,OK
Damian  (RREF),256,26,1539.790458,1.936877e-08,OK
Damian  (RREF),256,27,1536.921667,1.936877e-08,OK
Damian  (RREF),256,28,1543.559125,1.936877e-08,OK
Damian  (RREF),256,29,1545.699041,1.936877e-08,OK
Damian  (RREF),256,30,1539.996959,1.936877e-08,OK
Tyler   (Graph-based),256,1,54790.963417,2.172040e-08,OK
Tyler   (Graph-based),256,2,51886.415375,2.172040e-08,OK
Tyler   (Graph-based),256,3,52517.333250,2.172040e-08,OK
Tyler   (Graph-based),256,4,51914.604083,2.172040e-08,OK
Tyler   (Graph-based),256,5,52033.148542,2.172040e-08,OK
Tyler   (Graph-based),256,6,51548.424333,2.172040e-08,OK
Tyler   (Graph-based),256,7,55059.711334,2.172040e-08,OK
Tyler   (Graph-based),256,8,51722.355208,2.172040e-08,OK
Tyler   (Graph-based),256,9,51306.065291,2.172040e-08,OK
Tyler   (Graph-based),256,10,51945.546541,2.172040e-08,OK
Tyler   (Graph-based),256,11,51412.590500,2.172040e-08,OK
Tyler   (Graph-based),256,12,53649.681500,2.172040e-08,OK
Tyler   (Graph-based),256,13,74632.765917,2.172040e-08,OK
Tyler   (Graph-based),256,14,63853.525000,2.172040e-08,OK
Tyler   (Graph-based),256,15,51323.757709,2.172040e-08,OK
Tyler   (Graph-based),256,16,52231.758792,2.172040e-08,OK
Tyler   (Graph-based),256,17,51700.563375,2.172040e-08,OK
Tyler   (Graph-based),256,18,52913.173792,2.172040e-08,OK
Tyler   (Graph-based),256,19,51339.589209,2.172040e-08,OK
Tyler   (Graph-based),256,20,50742.390167,2.172040e-08,OK
Tyler   (Graph-based),256,21,52176.825458,2.172040e-08,OK
Tyler   (Graph-based),256,22,51458.453583,2.172040e-08,OK
Tyler   (Graph-based),256,23,52986.647667,2.172040e-08,OK
Tyler   (Graph-based),256,24,56206.398334,2.172040e-08,OK
Tyler   (Graph-based),256,25,52512.176875,2.172040e-08,OK
Tyler   (Graph-based),256,26,52079.173417,2.172040e-08,OK
Tyler   (Graph-based),256,27,51941.772042,2.172040e-08,OK
Tyler   (Graph-based),256,28,50726.521250,2.172040e-08,OK
Tyler   (Graph-based),256,29,54980.682541,2.172040e-08,OK
Tyler   (Graph-based),256,30,51778.066250,2.172040e-08,OK
Jewell  (Hash + Pivot),512,1,6664.877666,6.955494e-11,OK
Jewell  (Hash + Pivot),512,2,2072.654833,6.955494e-11,OK
Jewell  (Hash + Pivot),512,3,2059.922375,6.955494e-11,OK
Jewell  (Hash + Pivot),512,4,2087.678709,6.955494e-11,OK
Jewell  (Hash + Pivot),512,5,2020.712917,6.955494e-11,OK
Jewell  (Hash + Pivot),512,6,2036.718750,6.955494e-11,OK
Jewell  (Hash + Pivot),512,7,2482.709041,6.955494e-11,OK
Jewell  (Hash + Pivot),512,8,2095.254417,6.955494e-11,OK
Jewell  (Hash + Pivot),512,9,2043.330875,6.955494e-11,OK
Jewell  (Hash + Pivot),512,10,2058.163416,6.955494e-11,OK
Jewell  (Hash + Pivot),512,11,2083.834833,6.955494e-11,OK
Jewell  (Hash + Pivot),512,12,2034.821167,6.955494e-11,OK
Jewell  (Hash + Pivot),512,13,2020.945958,6.955494e-11,OK
Jewell  (Hash + Pivot),512,14,2023.895833,6.955494e-11,OK
Jewell  (Hash + Pivot),512,15,2043.878292,6.955494e-11,OK
Jewell  (Hash + Pivot),512,16,2030.682209,6.955494e-11,OK
Jewell  (Hash + Pivot),512,17,2223.076834,6.955494e-11,OK
Jewell  (Hash + Pivot),512,18,2025.861667,6.955494e-11,OK
Jewell  (Hash + Pivot),512,19,2016.609167,6.955494e-11,OK
Jewell  (Hash + Pivot),512,20,2012.256000,6.955494e-11,OK
Jewell  (Hash + Pivot),512,21,2021.237958,6.955494e-11,OK
Jewell  (Hash + Pivot),512,22,2019.610084,6.955494e-11,OK
Jewell  (Hash + Pivot),512,23,2014.020958,6.955494e-11,OK
Jewell  (Hash + Pivot),512,24,2023.102500,6.955494e-11,OK
Jewell  (Hash + Pivot),512,25,2030.079250,6.955494e-11,OK
Jewell  (Hash + Pivot),512,26,2037.721000,6.955494e-11,OK
Jewell  (Hash + Pivot),512,27,2032.077125,6.955494e-11,OK
Jewell  (Hash + Pivot),512,28,2027.009125,6.955494e-11,OK
Jewell  (Hash + Pivot),512,29,2024.041708,6.955494e-11,OK
Jewell  (Hash + Pivot),512,30,2071.202958,6.955494e-11,OK
Carson  (LU Decomp),512,1,31.741416,1.887627e+03,OK
Carson  (LU Decomp),512,2,5.000417,1.887627e+03,OK
Carson  (LU Decomp),512,3,4.852667,1.887627e+03,OK
Carson  (LU Decomp),512,4,4.678667,1.887627e+03,OK
Carson  (LU Decomp),512,5,4.701375,1.887627e+03,OK
Carson  (LU Decomp),512,6,4.663375,1.887627e+03,OK
Carson  (LU Decomp),512,7,4.624042,1.887627e+03,OK
Carson  (LU Decomp),512,8,4.695333,1.887627e+03,OK
Carson  (LU Decomp),512,9,4.592375,1.887627e+03,OK
Carson  (LU Decomp),512,10,4.611125,1.887627e+03,OK
Carson  (LU Decomp),512,11,4.748708,1.887627e+03,OK
Carson  (LU Decomp),512,12,5.062041,1.887627e+03,OK
Carson  (LU Decomp),512,13,4.968666,1.887627e+03,OK
Carson  (LU Decomp),512,14,5.104333,1.887627e+03,OK
Carson  (LU Decomp),512,15,5.098125,1.887627e+03,OK
Carson  (LU Decomp),512,16,5.137917,1.887627e+03,OK
Carson  (LU Decomp),512,17,4.760833,1.887627e+03,OK
Carson  (LU Decomp),512,18,4.837833,1.887627e+03,OK
Carson  (LU Decomp),512,19,4.661625,1.887627e+03,OK
Carson  (LU Decomp),512,20,4.799167,1.887627e+03,OK
Carson  (LU Decomp),512,21,4.809792,1.887627e+03,OK
Carson  (LU Decomp),512,22,4.792625,1.887627e+03,OK
Carson  (LU Decomp),512,23,4.745041,1.887627e+03,OK
Carson  (LU Decomp),512,24,4.685250,1.887627e+03,OK
Carson  (LU Decomp),512,25,4.738459,1.887627e+03,OK
Carson  (LU Decomp),512,26,4.642667,1.887627e+03,OK
Carson  (LU Decomp),512,27,4.567667,1.887627e+03,OK
Carson  (LU Decomp),512,28,4.613208,1.887627e+03,OK
Carson  (LU Decomp),512,29,4.599958,1.887627e+03,OK
Carson  (LU Decomp),512,30,4.535333,1.887627e+03,OK
Damian  (RREF),512,1,14367.924709,1.279164e-08,OK
Damian  (RREF),512,2,13417.979958,1.279164e-08,OK
Damian  (RREF),512,3,13328.019708,1.279164e-08,OK
Damian  (RREF),512,4,13508.993792,1.279164e-08,OK
Damian  (RREF),512,5,13496.755458,1.279164e-08,OK
Damian  (RREF),512,6,13785.247875,1.279164e-08,OK
Damian  (RREF),512,7,13303.964333,1.279164e-08,OK
Damian  (RREF),512,8,13324.984625,1.279164e-08,OK
Damian  (RREF),512,9,13322.798375,1.279164e-08,OK
Damian  (RREF),512,10,14512.769250,1.279164e-08,OK
Damian  (RREF),512,11,13706.502750,1.279164e-08,OK
Damian  (RREF),512,12,14707.522250,1.279164e-08,OK
Damian  (RREF),512,13,13429.217417,1.279164e-08,OK
Damian  (RREF),512,14,13370.735666,1.279164e-08,OK
Damian  (RREF),512,15,13841.266084,1.279164e-08,OK
Damian  (RREF),512,16,13346.470916,1.279164e-08,OK
Damian  (RREF),512,17,13343.325875,1.279164e-08,OK
Damian  (RREF),512,18,13372.291542,1.279164e-08,OK
Damian  (RREF),512,19,13781.792708,1.279164e-08,OK
Damian  (RREF),512,20,15705.057709,1.279164e-08,OK
Damian  (RREF),512,21,13363.434292,1.279164e-08,OK
Damian  (RREF),512,22,13420.282166,1.279164e-08,OK
Damian  (RREF),512,23,15412.854958,1.279164e-08,OK
Damian  (RREF),512,24,13408.102167,1.279164e-08,OK
Damian  (RREF),512,25,13443.448500,1.279164e-08,OK
Damian  (RREF),512,26,13377.293000,1.279164e-08,OK
Damian  (RREF),512,27,13380.919125,1.279164e-08,OK
Damian  (RREF),512,28,14057.563333,1.279164e-08,OK
Damian  (RREF),512,29,13331.111208,1.279164e-08,OK
Damian  (RREF),512,30,13363.026500,1.279164e-08,OK
