algorithm,matrix_size,run,time_ms,residual,status
Damian  (RREF),16,14,0.469584,1.461940e-12,OK
Damian  (RREF),16,15,0.449708,1.461940e-12,OK
Damian  (RREF),16,16,0.447750,1.461940e-12,OK
Damian  (RREF),16,17,0.452167,1.461940e-12,OK
Damian  (RREF),16,18,0.457417,1.461940e-12,OK
Damian  (RREF),16,19,0.453917,1.461940e-12,OK
Damian  (RREF),16,20,0.453292,1.461940e-12,OK
Damian  (RREF),16,21,0.452958,1.461940e-12,OK
Damian  (RREF),16,22,0.453667,1.461940e-12,OK
Damian  (RREF),16,23,0.453916,1.461940e-12,OK
Damian  (RREF),16,24,0.454750,1.461940e-12,OK
Damian  (RREF),16,25,0.459042,1.461940e-12,OK
Damian  (RREF),16,26,0.459084,1.461940e-12,OK
Damian  (RREF),16,27,0.454250,1.461940e-12,OK
Damian  (RREF),16,28,0.476291,1.461940e-12,OK
Damian  (RREF),16,29,0.479958,1.461940e-12,OK
Damian  (RREF),16,30,0.450958,1.461940e-12,OK
Tyler   (Graph-based),16,1,12.092458,1.191070e-12,OK
Tyler   (Graph-based),16,2,11.981291,1.191070e-12,OK
Tyler   (Graph-based),16,3,12.000041,1.191070e-12,OK
Tyler   (Graph-based),16,4,11.990000,1.191070e-12,OK
Tyler   (Graph-based),16,5,11.967750,1.191070e-12,OK
Tyler   (Graph-based),16,6,12.020875,1.191070e-12,OK
Tyler   (Graph-based),16,7,14.320375,1.191070e-12,OK
Tyler   (Graph-based),16,8,12.005542,1.191070e-12,OK
Tyler   (Graph-based),16,9,12.062834,1.191070e-12,OK
Tyler   (Graph-based),16,10,11.913917,1.191070e-12,OK
Tyler   (Graph-based),16,11,11.943250,1.191070e-12,OK
Tyler   (Graph-based),16,12,11.954750,1.191070e-12,OK
Tyler   (Graph-based),16,13,12.009041,1.191070e-12,OK
Tyler   (Graph-based),16,14,12.011875,1.191070e-12,OK
Tyler   (Graph-based),16,15,11.981584,1.191070e-12,OK
Tyler   (Graph-based),16,16,12.011708,1.191070e-12,OK
Tyler   (Graph-based),16,17,12.165167,1.191070e-12,OK
Tyler   (Graph-based),16,18,12.122084,1.191070e-12,OK
Tyler   (Graph-based),16,19,12.025750,1.191070e-12,OK
Tyler   (Graph-based),16,20,12.010709,1.191070e-12,OK
Tyler   (Graph-based),16,21,12.015417,1.191070e-12,OK
Tyler   (Graph-based),16,22,11.991042,1.191070e-12,OK
Tyler   (Graph-based),16,23,11.971709,1.191070e-12,OK
Tyler   (Graph-based),16,24,12.015334,1.191070e-12,OK
Tyler   (Graph-based),16,25,12.055791,1.191070e-12,OK
Tyler   (Graph-based),16,26,11.979166,1.191070e-12,OK
Tyler   (Graph-based),16,27,12.017375,1.191070e-12,OK
Tyler   (Graph-based),16,28,11.984292,1.191070e-12,OK
Tyler   (Graph-based),16,29,12.033666,1.191070e-12,OK
Tyler   (Graph-based),16,30,11.938750,1.191070e-12,OK
Jewell  (Hash + Pivot),32,1,1.671208,1.163116e+03,OK
Jewell  (Hash + Pivot),32,2,1.249542,1.163116e+03,OK
Jewell  (Hash + Pivot),32,3,1.205000,1.163116e+03,OK
Jewell  (Hash + Pivot),32,4,1.233959,1.163116e+03,OK
Jewell  (Hash + Pivot),32,5,1.214625,1.163116e+03,OK
Jewell  (Hash + Pivot),32,6,1.226209,1.163116e+03,OK
Jewell  (Hash + Pivot),32,7,1.202625,1.163116e+03,OK
Jewell  (Hash + Pivot),32,8,1.214792,1.163116e+03,OK
Jewell  (Hash + Pivot),32,9,1.210000,1.163116e+03,OK
Jewell  (Hash + Pivot),32,10,1.203042,1.163116e+03,OK
Jewell  (Hash + Pivot),32,11,1.234958,1.163116e+03,OK
Jewell  (Hash + Pivot),32,12,1.222375,1.163116e+03,OK
Jewell  (Hash + Pivot),32,13,1.209584,1.163116e+03,OK
Jewell  (Hash + Pivot),32,14,1.206625,1.163116e+03,OK
Jewell  (Hash + Pivot),32,15,1.237333,1.163116e+03,OK
Jewell  (Hash + Pivot),32,16,1.204709,1.163116e+03,OK
Jewell  (Hash + Pivot),32,17,1.204834,1.163116e+03,OK
Jewell  (Hash + Pivot),32,18,1.205625,1.163116e+03,OK
Jewell  (Hash + Pivot),32,19,1.215333,1.163116e+03,OK
Jewell  (Hash + Pivot),32,20,1.225417,1.163116e+03,OK
Jewell  (Hash + Pivot),32,21,1.205792,1.163116e+03,OK
Jewell  (Hash + Pivot),32,22,1.210458,1.163116e+03,OK
Jewell  (Hash + Pivot),32,23,1.209500,1.163116e+03,OK
Jewell  (Hash + Pivot),32,24,1.222417,1.163116e+03,OK
Jewell  (Hash + Pivot),32,25,1.204167,1.163116e+03,OK
Jewell  (Hash + Pivot),32,26,1.202666,1.163116e+03,OK
Jewell  (Hash + Pivot),32,27,1.195916,1.163116e+03,OK
Jewell  (Hash + Pivot),32,28,1.221250,1.163116e+03,OK
Jewell  (Hash + Pivot),32,29,1.202833,1.163116e+03,OK
Jewell  (Hash + Pivot),32,30,1.206667,1.163116e+03,OK
Carson  (LU Decomp),32,1,0.158250,4.450298e+02,OK
Carson  (LU Decomp),32,2,0.097333,4.450298e+02,OK
Carson  (LU Decomp),32,3,0.080250,4.450298e+02,OK
Carson  (LU Decomp),32,4,0.074375,4.450298e+02,OK
Carson  (LU Decomp),32,5,0.071791,4.450298e+02,OK
Carson  (LU Decomp),32,6,0.073959,4.450298e+02,OK
Carson  (LU Decomp),32,7,0.070625,4.450298e+02,OK
Carson  (LU Decomp),32,8,0.070542,4.450298e+02,OK
Carson  (LU Decomp),32,9,0.070542,4.450298e+02,OK
Carson  (LU Decomp),32,10,0.069833,4.450298e+02,OK
Carson  (LU Decomp),32,11,0.070583,4.450298e+02,OK
Carson  (LU Decomp),32,12,0.070042,4.450298e+02,OK
Carson  (LU Decomp),32,13,0.069334,4.450298e+02,OK
Carson  (LU Decomp),32,14,0.069834,4.450298e+02,OK
Carson  (LU Decomp),32,15,0.068708,4.450298e+02,OK
Carson  (LU Decomp),32,16,0.069500,4.450298e+02,OK
Carson  (LU Decomp),32,17,0.069333,4.450298e+02,OK
Carson  (LU Decomp),32,18,0.069958,4.450298e+02,OK
Carson  (LU Decomp),32,19,0.069042,4.450298e+02,OK
Carson  (LU Decomp),32,20,0.069166,4.450298e+02,OK
Carson  (LU Decomp),32,21,0.068167,4.450298e+02,OK
Carson  (LU Decomp),32,22,0.069375,4.450298e+02,OK
Carson  (LU Decomp),32,23,0.068667,4.450298e+02,OK
Carson  (LU Decomp),32,24,0.068791,4.450298e+02,OK
Carson  (LU Decomp),32,25,0.069584,4.450298e+02,OK
Carson  (LU Decomp),32,26,0.078375,4.450298e+02,OK
Carson  (LU Decomp),32,27,0.069750,4.450298e+02,OK
Carson  (LU Decomp),32,28,0.068500,4.450298e+02,OK
Carson  (LU Decomp),32,29,0.075125,4.450298e+02,OK
Carson  (LU Decomp),32,30,0.079125,4.450298e+02,OK
Damian  (RREF),32,1,3.187041,2.210922e-11,OK
Damian  (RREF),32,2,3.233459,2.210922e-11,OK
Damian  (RREF),32,3,3.167459,2.210922e-11,OK
Damian  (RREF),32,4,3.222917,2.210922e-11,OK
Damian  (RREF),32,5,3.157042,2.210922e-11,OK
Damian  (RREF),32,6,3.170875,2.210922e-11,OK
Damian  (RREF),32,7,3.208791,2.210922e-11,OK
Damian  (RREF),32,8,3.193292,2.210922e-11,OK
Damian  (RREF),32,9,3.188791,2.210922e-11,OK
Damian  (RREF),32,10,3.250291,2.210922e-11,OK
Damian  (RREF),32,11,3.185083,2.210922e-11,OK
Damian  (RREF),32,12,3.182375,2.210922e-11,OK
Damian  (RREF),32,13,3.183750,2.210922e-11,OK
Damian  (RREF),32,14,3.160583,2.210922e-11,OK
Damian  (RREF),32,15,3.218917,2.210922e-11,OK
Damian  (RREF),32,16,3.156958,2.210922e-11,OK
Damian  (RREF),32,17,3.181166,2.210922e-11,OK
Damian  (RREF),32,18,3.173500,2.210922e-11,OK
Damian  (RREF),32,19,3.168417,2.210922e-11,OK
Damian  (RREF),32,20,3.209583,2.210922e-11,OK
Damian  (RREF),32,21,3.168292,2.210922e-11,OK
Damian  (RREF),32,22,3.180334,2.210922e-11,OK
Damian  (RREF),32,23,3.173708,2.210922e-11,OK
Damian  (RREF),32,24,3.154875,2.210922e-11,OK
Damian  (RREF),32,25,3.203208,2.210922e-11,OK
Damian  (RREF),32,26,3.156542,2.210922e-11,OK
Damian  (RREF),32,27,3.177375,2.210922e-11,OK
Damian  (RREF),32,28,3.171709,2.210922e-11,OK
Damian  (RREF),32,29,3.211458,2.210922e-11,OK
Damian  (RREF),32,30,3.185458,2.210922e-11,OK
Tyler   (Graph-based),32,1,95.219708,1.006939e-11,OK
Tyler   (Graph-based),32,2,94.540375,1.006939e-11,OK
Tyler   (Graph-based),32,3,93.695375,1.006939e-11,OK
Tyler   (Graph-based),32,4,93.633292,1.006939e-11,OK
Tyler   (Graph-based),32,5,93.562959,1.006939e-11,OK
Tyler   (Graph-based),32,6,93.548417,1.006939e-11,OK
Tyler   (Graph-based),32,7,93.644208,1.006939e-11,OK
Tyler   (Graph-based),32,8,93.748417,1.006939e-11,OK
Tyler   (Graph-based),32,9,95.150542,1.006939e-11,OK
Tyler   (Graph-based),32,10,93.826542,1.006939e-11,OK
Tyler   (Graph-based),32,11,93.891458,1.006939e-11,OK
Tyler   (Graph-based),32,12,93.724834,1.006939e-11,OK
Tyler   (Graph-based),32,13,95.547625,1.006939e-11,OK
Tyler   (Graph-based),32,14,93.636875,1.006939e-11,OK
Tyler   (Graph-based),32,15,93.835417,1.006939e-11,OK
Tyler   (Graph-based),32,16,93.475041,1.006939e-11,OK
Tyler   (Graph-based),32,17,101.310250,1.006939e-11,OK
Tyler   (Graph-based),32,18,109.207042,1.006939e-11,OK
Tyler   (Graph-based),32,19,133.164833,1.006939e-11,OK
Tyler   (Graph-based),32,20,447.206458,1.006939e-11,OK
Tyler   (Graph-based),32,21,140.183000,1.006939e-11,OK
Tyler   (Graph-based),32,22,107.946917,1.006939e-11,OK
Tyler   (Graph-based),32,23,129.236666,1.006939e-11,OK
Tyler   (Graph-based),32,24,133.052834,1.006939e-11,OK
Tyler   (Graph-based),32,25,855.637916,1.006939e-11,OK
Tyler   (Graph-based),32,26,1744.820458,1.006939e-11,OK
Tyler   (Graph-based),32,27,483.941292,1.006939e-11,OK
Tyler   (Graph-based),32,28,431.272625,1.006939e-11,OK
Tyler   (Graph-based),32,29,359.128459,1.006939e-11,OK
Tyler   (Graph-based),32,30,283.207500,1.006939e-11,OK
Jewell  (Hash + Pivot),64,1,21.143958,5.711116e+02,OK
Jewell  (Hash + Pivot),64,2,8.867042,5.711116e+02,OK
Jewell  (Hash + Pivot),64,3,14.173291,5.711116e+02,OK
Jewell  (Hash + Pivot),64,4,15.999709,5.711116e+02,OK
Jewell  (Hash + Pivot),64,5,14.338667,5.711116e+02,OK
Jewell  (Hash + Pivot),64,6,21.158583,5.711116e+02,OK
Jewell  (Hash + Pivot),64,7,26.062000,5.711116e+02,OK
Jewell  (Hash + Pivot),64,8,14.818500,5.711116e+02,OK
Jewell  (Hash + Pivot),64,9,8.550125,5.711116e+02,OK
Jewell  (Hash + Pivot),64,10,9.065084,5.711116e+02,OK
Jewell  (Hash + Pivot),64,11,8.955708,5.711116e+02,OK
Jewell  (Hash + Pivot),64,12,9.617000,5.711116e+02,OK
Jewell  (Hash + Pivot),64,13,8.214833,5.711116e+02,OK
Jewell  (Hash + Pivot),64,14,9.094583,5.711116e+02,OK
Jewell  (Hash + Pivot),64,15,7.455208,5.711116e+02,OK
Jewell  (Hash + Pivot),64,16,7.680208,5.711116e+02,OK
Jewell  (Hash + Pivot),64,17,6.644333,5.711116e+02,OK
Jewell  (Hash + Pivot),64,18,8.159000,5.711116e+02,OK
Jewell  (Hash + Pivot),64,19,6.899750,5.711116e+02,OK
Jewell  (Hash + Pivot),64,20,6.912208,5.711116e+02,OK
Jewell  (Hash + Pivot),64,21,6.919792,5.711116e+02,OK
Jewell  (Hash + Pivot),64,22,5.839000,5.711116e+02,OK
Jewell  (Hash + Pivot),64,23,5.954375,5.711116e+02,OK
Jewell  (Hash + Pivot),64,24,6.032959,5.711116e+02,OK
Jewell  (Hash + Pivot),64,25,6.232500,5.711116e+02,OK
Jewell  (Hash + Pivot),64,26,6.057667,5.711116e+02,OK
Jewell  (Hash + Pivot),64,27,6.028375,5.711116e+02,OK
Jewell  (Hash + Pivot),64,28,6.879417,5.711116e+02,OK
Jewell  (Hash + Pivot),64,29,6.259375,5.711116e+02,OK
Jewell  (Hash + Pivot),64,30,7.195791,5.711116e+02,OK
Carson  (LU Decomp),64,1,7.181500,6.621845e+02,OK
Carson  (LU Decomp),64,2,0.245000,6.621845e+02,OK
Carson  (LU Decomp),64,3,0.204125,6.621845e+02,OK
Carson  (LU Decomp),64,4,0.226375,6.621845e+02,OK
Carson  (LU Decomp),64,5,0.201125,6.621845e+02,OK
Carson  (LU Decomp),64,6,0.197083,6.621845e+02,OK
Carson  (LU Decomp),64,7,0.245709,6.621845e+02,OK
Carson  (LU Decomp),64,8,0.214209,6.621845e+02,OK
Carson  (LU Decomp),64,9,0.183916,6.621845e+02,OK
Carson  (LU Decomp),64,10,0.182417,6.621845e+02,OK
Carson  (LU Decomp),64,11,0.205083,6.621845e+02,OK
Carson  (LU Decomp),64,12,0.174417,6.621845e+02,OK
Carson  (LU Decomp),64,13,0.169458,6.621845e+02,OK
Carson  (LU Decomp),64,14,2.674916,6.621845e+02,OK
Carson  (LU Decomp),64,15,0.190166,6.621845e+02,OK
Carson  (LU Decomp),64,16,0.216125,6.621845e+02,OK
Carson  (LU Decomp),64,17,0.166292,6.621845e+02,OK
Carson  (LU Decomp),64,18,0.162167,6.621845e+02,OK
Carson  (LU Decomp),64,19,0.166584,6.621845e+02,OK
Carson  (LU Decomp),64,20,0.188291,6.621845e+02,OK
Carson  (LU Decomp),64,21,0.179459,6.621845e+02,OK
Carson  (LU Decomp),64,22,0.185583,6.621845e+02,OK
Carson  (LU Decomp),64,23,0.174500,6.621845e+02,OK
Carson  (LU Decomp),64,24,0.192875,6.621845e+02,OK
Carson  (LU Decomp),64,25,0.214125,6.621845e+02,OK
Carson  (LU Decomp),64,26,0.180000,6.621845e+02,OK
Carson  (LU Decomp),64,27,0.171375,6.621845e+02,OK
Carson  (LU Decomp),64,28,0.216167,6.621845e+02,OK
Carson  (LU Decomp),64,29,0.336125,6.621845e+02,OK
Carson  (LU Decomp),64,30,0.228375,6.621845e+02,OK
Damian  (RREF),64,1,44.995667,8.043176e-11,OK
Damian  (RREF),64,2,39.274250,8.043176e-11,OK
Damian  (RREF),64,3,37.952750,8.043176e-11,OK
Damian  (RREF),64,4,36.683209,8.043176e-11,OK
Damian  (RREF),64,5,38.894250,8.043176e-11,OK
Damian  (RREF),64,6,36.703917,8.043176e-11,OK
Damian  (RREF),64,7,37.058625,8.043176e-11,OK
Damian  (RREF),64,8,37.231250,8.043176e-11,OK
Damian  (RREF),64,9,54.939667,8.043176e-11,OK
Damian  (RREF),64,10,659.588208,8.043176e-11,OK
Damian  (RREF),64,11,173.930000,8.043176e-11,OK
Damian  (RREF),64,12,68.245333,8.043176e-11,OK
Damian  (RREF),64,13,82.304916,8.043176e-11,OK
Damian  (RREF),64,14,61.609167,8.043176e-11,OK
Damian  (RREF),64,15,60.140500,8.043176e-11,OK
Damian  (RREF),64,16,55.738959,8.043176e-11,OK
Damian  (RREF),64,17,51.599750,8.043176e-11,OK
Damian  (RREF),64,18,49.051125,8.043176e-11,OK
Damian  (RREF),64,19,44.159791,8.043176e-11,OK
Damian  (RREF),64,20,35.844042,8.043176e-11,OK
Damian  (RREF),64,21,33.830417,8.043176e-11,OK
Damian  (RREF),64,22,39.794750,8.043176e-11,OK
Damian  (RREF),64,23,30.522625,8.043176e-11,OK
Damian  (RREF),64,24,34.415542,8.043176e-11,OK
Damian  (RREF),64,25,32.600667,8.043176e-11,OK
Damian  (RREF),64,26,29.312250,8.043176e-11,OK
Damian  (RREF),64,27,29.743334,8.043176e-11,OK
Damian  (RREF),64,28,28.271084,8.043176e-11,OK
Damian  (RREF),64,29,28.101500,8.043176e-11,OK
Damian  (RREF),64,30,28.053208,8.043176e-11,OK
Tyler   (Graph-based),64,1,800.603791,2.384257e-10,OK
Tyler   (Graph-based),64,2,786.869541,2.384257e-10,OK
Tyler   (Graph-based),64,3,819.986792,2.384257e-10,OK
Tyler   (Graph-based),64,4,1261.483167,2.384257e-10,OK
Tyler   (Graph-based),64,5,1244.694416,2.384257e-10,OK
Tyler   (Graph-based),64,6,790.299750,2.384257e-10,OK
Tyler   (Graph-based),64,7,876.766125,2.384257e-10,OK
Tyler   (Graph-based),64,8,1612.370542,2.384257e-10,OK
Tyler   (Graph-based),64,9,1185.186291,2.384257e-10,OK
Tyler   (Graph-based),64,10,3188.219750,2.384257e-10,OK
Tyler   (Graph-based),64,11,912.386125,2.384257e-10,OK
Tyler   (Graph-based),64,12,1209.168292,2.384257e-10,OK
Tyler   (Graph-based),64,13,812.560584,2.384257e-10,OK
Tyler   (Graph-based),64,14,7547.586416,2.384257e-10,OK
Tyler   (Graph-based),64,15,1618.767542,2.384257e-10,OK
Tyler   (Graph-based),64,16,1044.204333,2.384257e-10,OK
Tyler   (Graph-based),64,17,886.545542,2.384257e-10,OK
Tyler   (Graph-based),64,18,3320.743125,2.384257e-10,OK
Tyler   (Graph-based),64,19,3016.523458,2.384257e-10,OK
Tyler   (Graph-based),64,20,3036.168875,2.384257e-10,OK
Tyler   (Graph-based),64,21,809.889834,2.384257e-10,OK
Tyler   (Graph-based),64,22,890.433000,2.384257e-10,OK
Tyler   (Graph-based),64,23,972.104791,2.384257e-10,OK
Tyler   (Graph-based),64,24,841.380791,2.384257e-10,OK
Tyler   (Graph-based),64,25,836.252042,2.384257e-10,OK
Tyler   (Graph-based),64,26,761.436916,2.384257e-10,OK
Tyler   (Graph-based),64,27,759.213625,2.384257e-10,OK
Tyler   (Graph-based),64,28,758.406167,2.384257e-10,OK
Tyler   (Graph-based),64,29,805.569167,2.384257e-10,OK
Tyler   (Graph-based),64,30,769.655041,2.384257e-10,OK
Jewell  (Hash + Pivot),128,1,49.736166,2.179301e-11,OK
Jewell  (Hash + Pivot),128,2,25.432709,2.179301e-11,OK
Jewell  (Hash + Pivot),128,3,24.765833,2.179301e-11,OK
Jewell  (Hash + Pivot),128,4,24.711667,2.179301e-11,OK
Jewell  (Hash + Pivot),128,5,24.642959,2.179301e-11,OK
Jewell  (Hash + Pivot),128,6,25.067084,2.179301e-11,OK
Jewell  (Hash + Pivot),128,7,24.910042,2.179301e-11,OK
Jewell  (Hash + Pivot),128,8,24.761791,2.179301e-11,OK
Jewell  (Hash + Pivot),128,9,24.681833,2.179301e-11,OK
Jewell  (Hash + Pivot),128,10,24.680292,2.179301e-11,OK
Jewell  (Hash + Pivot),128,11,24.719292,2.179301e-11,OK
Jewell  (Hash + Pivot),128,12,24.665541,2.179301e-11,OK
Jewell  (Hash + Pivot),128,13,24.853917,2.179301e-11,OK
Jewell  (Hash + Pivot),128,14,24.690041,2.179301e-11,OK
Jewell  (Hash + Pivot),128,15,25.191250,2.179301e-11,OK
Jewell  (Hash + Pivot),128,16,25.192250,2.179301e-11,OK
Jewell  (Hash + Pivot),128,17,25.070208,2.179301e-11,OK
Jewell  (Hash + Pivot),128,18,25.036583,2.179301e-11,OK
Jewell  (Hash + Pivot),128,19,24.772666,2.179301e-11,OK
Jewell  (Hash + Pivot),128,20,24.807833,2.179301e-11,OK
Jewell  (Hash + Pivot),128,21,24.857250,2.179301e-11,OK
Jewell  (Hash + Pivot),128,22,24.736084,2.179301e-11,OK
Jewell  (Hash + Pivot),128,23,24.885542,2.179301e-11,OK
Jewell  (Hash + Pivot),128,24,24.700375,2.179301e-11,OK
Jewell  (Hash + Pivot),128,25,24.723375,2.179301e-11,OK
Jewell  (Hash + Pivot),128,26,24.723375,2.179301e-11,OK
Jewell  (Hash + Pivot),128,27,24.768125,2.179301e-11,OK
Jewell  (Hash + Pivot),128,28,24.808291,2.179301e-11,OK
Jewell  (Hash + Pivot),128,29,24.745459,2.179301e-11,OK
Jewell  (Hash + Pivot),128,30,24.693875,2.179301e-11,OK
Carson  (LU Decomp),128,1,13.303417,9.478208e+02,OK
Carson  (LU Decomp),128,2,0.291417,9.478208e+02,OK
Carson  (LU Decomp),128,3,0.268208,9.478208e+02,OK
Carson  (LU Decomp),128,4,0.261458,9.478208e+02,OK
Carson  (LU Decomp),128,5,0.257375,9.478208e+02,OK
Carson  (LU Decomp),128,6,0.255333,9.478208e+02,OK
Carson  (LU Decomp),128,7,0.253709,9.478208e+02,OK
Carson  (LU Decomp),128,8,0.254625,9.478208e+02,OK
Carson  (LU Decomp),128,9,0.252250,9.478208e+02,OK
Carson  (LU Decomp),128,10,0.252708,9.478208e+02,OK
Carson  (LU Decomp),128,11,0.254000,9.478208e+02,OK
Carson  (LU Decomp),128,12,0.250417,9.478208e+02,OK
Carson  (LU Decomp),128,13,0.250500,9.478208e+02,OK
Carson  (LU Decomp),128,14,0.250375,9.478208e+02,OK
Carson  (LU Decomp),128,15,0.252417,9.478208e+02,OK
Carson  (LU Decomp),128,16,0.251334,9.478208e+02,OK
Carson  (LU Decomp),128,17,0.254667,9.478208e+02,OK
Carson  (LU Decomp),128,18,0.250625,9.478208e+02,OK
Carson  (LU Decomp),128,19,0.251083,9.478208e+02,OK
Carson  (LU Decomp),128,20,0.250250,9.478208e+02,OK
Carson  (LU Decomp),128,21,0.249625,9.478208e+02,OK
Carson  (LU Decomp),128,22,0.249917,9.478208e+02,OK
Carson  (LU Decomp),128,23,0.251208,9.478208e+02,OK
Carson  (LU Decomp),128,24,0.250541,9.478208e+02,OK
Carson  (LU Decomp),128,25,0.249584,9.478208e+02,OK
Carson  (LU Decomp),128,26,0.249459,9.478208e+02,OK
Carson  (LU Decomp),128,27,0.248792,9.478208e+02,OK
Carson  (LU Decomp),128,28,0.253750,9.478208e+02,OK
Carson  (LU Decomp),128,29,0.250541,9.478208e+02,OK
Carson  (LU Decomp),128,30,0.255333,9.478208e+02,OK
Damian  (RREF),128,1,192.334000,1.779512e-09,OK
Damian  (RREF),128,2,191.662208,1.779512e-09,OK
Damian  (RREF),128,3,191.954250,1.779512e-09,OK
Damian  (RREF),128,4,197.569583,1.779512e-09,OK
Damian  (RREF),128,5,190.568333,1.779512e-09,OK
Damian  (RREF),128,6,190.829167,1.779512e-09,OK
Damian  (RREF),128,7,193.016125,1.779512e-09,OK
Damian  (RREF),128,8,195.714792,1.779512e-09,OK
Damian  (RREF),128,9,195.704459,1.779512e-09,OK
Damian  (RREF),128,10,194.002250,1.779512e-09,OK
Damian  (RREF),128,11,193.367292,1.779512e-09,OK
Damian  (RREF),128,12,193.505750,1.779512e-09,OK
Damian  (RREF),128,13,191.507584,1.779512e-09,OK
Damian  (RREF),128,14,195.322333,1.779512e-09,OK
Damian  (RREF),128,15,193.550459,1.779512e-09,OK
Damian  (RREF),128,16,191.788209,1.779512e-09,OK
Damian  (RREF),128,17,191.509000,1.779512e-09,OK
Damian  (RREF),128,18,192.164042,1.779512e-09,OK
Damian  (RREF),128,19,191.064416,1.779512e-09,OK
Damian  (RREF),128,20,193.966375,1.779512e-09,OK
Damian  (RREF),128,21,191.489291,1.779512e-09,OK
Damian  (RREF),128,22,190.961750,1.779512e-09,OK
Damian  (RREF),128,23,191.785625,1.779512e-09,OK
Damian  (RREF),128,24,191.907583,1.779512e-09,OK
Damian  (RREF),128,25,192.511083,1.779512e-09,OK
Damian  (RREF),128,26,191.804584,1.779512e-09,OK
Damian  (RREF),128,27,191.630458,1.779512e-09,OK
Damian  (RREF),128,28,192.148542,1.779512e-09,OK
Damian  (RREF),128,29,190.971417,1.779512e-09,OK
Damian  (RREF),128,30,191.642625,1.779512e-09,OK
Tyler   (Graph-based),128,1,6436.422917,8.417690e-10,OK
Tyler   (Graph-based),128,2,6254.187000,8.417690e-10,OK
Tyler   (Graph-based),128,3,6238.322000,8.417690e-10,OK
Tyler   (Graph-based),128,4,6206.377750,8.417690e-10,OK
Tyler   (Graph-based),128,5,7159.570750,8.417690e-10,OK
Tyler   (Graph-based),128,6,6253.383708,8.417690e-10,OK
Tyler   (Graph-based),128,7,6203.471083,8.417690e-10,OK
Tyler   (Graph-based),128,8,6138.354791,8.417690e-10,OK
Tyler   (Graph-based),128,9,6472.747917,8.417690e-10,OK
Tyler   (Graph-based),128,10,6237.242959,8.417690e-10,OK
Tyler   (Graph-based),128,11,6672.522625,8.417690e-10,OK
Tyler   (Graph-based),128,12,6270.465375,8.417690e-10,OK
Tyler   (Graph-based),128,13,6256.852250,8.417690e-10,OK
Tyler   (Graph-based),128,14,6281.906708,8.417690e-10,OK
Tyler   (Graph-based),128,15,6159.757584,8.417690e-10,OK
Tyler   (Graph-based),128,16,6414.615875,8.417690e-10,OK
Tyler   (Graph-based),128,17,6179.288875,8.417690e-10,OK
Tyler   (Graph-based),128,18,6148.153625,8.417690e-10,OK
Tyler   (Graph-based),128,19,6180.025709,8.417690e-10,OK
Tyler   (Graph-based),128,20,6514.721417,8.417690e-10,OK
Tyler   (Graph-based),128,21,6311.852833,8.417690e-10,OK
Tyler   (Graph-based),128,22,6216.279166,8.417690e-10,OK
Tyler   (Graph-based),128,23,6168.199791,8.417690e-10,OK
Tyler   (Graph-based),128,24,6174.873208,8.417690e-10,OK
Tyler   (Graph-based),128,25,6188.215250,8.417690e-10,OK
Tyler   (Graph-based),128,26,6278.846625,8.417690e-10,OK
Tyler   (Graph-based),128,27,6465.118166,8.417690e-10,OK
Tyler   (Graph-based),128,28,6175.307292,8.417690e-10,OK
Tyler   (Graph-based),128,29,6144.927250,8.417690e-10,OK
Tyler   (Graph-based),128,30,6683.817500,8.417690e-10,OK
Jewell  (Hash + Pivot),256,1,516.815875,2.637253e+03,OK
Jewell  (Hash + Pivot),256,2,198.618375,2.637253e+03,OK
Jewell  (Hash + Pivot),256,3,197.770750,2.637253e+03,OK
Jewell  (Hash + Pivot),256,4,197.947708,2.637253e+03,OK
Jewell  (Hash + Pivot),256,5,197.000959,2.637253e+03,OK
Jewell  (Hash + Pivot),256,6,198.296625,2.637253e+03,OK
Jewell  (Hash + Pivot),256,7,199.609625,2.637253e+03,OK
Jewell  (Hash + Pivot),256,8,197.521709,2.637253e+03,OK
Jewell  (Hash + Pivot),256,9,198.971417,2.637253e+03,OK
Jewell  (Hash + Pivot),256,10,197.885833,2.637253e+03,OK
Jewell  (Hash + Pivot),256,11,202.110417,2.637253e+03,OK
Jewell  (Hash + Pivot),256,12,199.458208,2.637253e+03,OK
Jewell  (Hash + Pivot),256,13,198.008125,2.637253e+03,OK
Jewell  (Hash + Pivot),256,14,198.595459,2.637253e+03,OK
Jewell  (Hash + Pivot),256,15,198.539666,2.637253e+03,OK
Jewell  (Hash + Pivot),256,16,200.096792,2.637253e+03,OK
Jewell  (Hash + Pivot),256,17,199.923708,2.637253e+03,OK
Jewell  (Hash + Pivot),256,18,197.889291,2.637253e+03,OK
Jewell  (Hash + Pivot),256,19,198.190334,2.637253e+03,OK
Jewell  (Hash + Pivot),256,20,199.725625,2.637253e+03,OK
Jewell  (Hash + Pivot),256,21,200.567167,2.637253e+03,OK
Jewell  (Hash + Pivot),256,22,198.581166,2.637253e+03,OK
Jewell  (Hash + Pivot),256,23,220.001291,2.637253e+03,OK
Jewell  (Hash + Pivot),256,24,198.208708,2.637253e+03,OK
Jewell  (Hash + Pivot),256,25,197.619875,2.637253e+03,OK
Jewell  (Hash + Pivot),256,26,199.584291,2.637253e+03,OK
Jewell  (Hash + Pivot),256,27,200.782458,2.637253e+03,OK
